,pathway,source
0,R-HSA-5620912,ENSG00000007047
1,R-HSA-204005,ENSG00000007255
2,R-HSA-8876198,ENSG00000007255
3,R-HSA-379726,ENSG00000011376
4,R-HSA-6798695,ENSG00000064666
5,R-HSA-8950505,ENSG00000064666
6,R-HSA-1369062,ENSG00000064687
7,R-HSA-6791226,ENSG00000065268
8,R-HSA-1221632,ENSG00000066923
9,R-HSA-198933,ENSG00000073008
10,R-HSA-420597,ENSG00000073008
11,R-HSA-432722,ENSG00000073921
12,R-HSA-8856825,ENSG00000073921
13,R-HSA-9696264,ENSG00000073921
14,R-HSA-198933,ENSG00000085514
15,R-HSA-198933,ENSG00000095970
16,R-HSA-2424491,ENSG00000095970
17,R-HSA-416700,ENSG00000095970
18,R-HSA-112382,ENSG00000099817
19,R-HSA-113418,ENSG00000099817
20,R-HSA-167152,ENSG00000099817
21,R-HSA-167158,ENSG00000099817
22,R-HSA-167160,ENSG00000099817
23,R-HSA-167161,ENSG00000099817
24,R-HSA-167162,ENSG00000099817
25,R-HSA-167200,ENSG00000099817
26,R-HSA-167238,ENSG00000099817
27,R-HSA-167242,ENSG00000099817
28,R-HSA-167243,ENSG00000099817
29,R-HSA-167287,ENSG00000099817
30,R-HSA-167290,ENSG00000099817
31,R-HSA-168325,ENSG00000099817
32,R-HSA-1834949,ENSG00000099817
33,R-HSA-203927,ENSG00000099817
34,R-HSA-427413,ENSG00000099817
35,R-HSA-5250924,ENSG00000099817
36,R-HSA-5578749,ENSG00000099817
37,R-HSA-5601884,ENSG00000099817
38,R-HSA-5617472,ENSG00000099817
39,R-HSA-674695,ENSG00000099817
40,R-HSA-6781823,ENSG00000099817
41,R-HSA-6782135,ENSG00000099817
42,R-HSA-6782210,ENSG00000099817
43,R-HSA-6796648,ENSG00000099817
44,R-HSA-6803529,ENSG00000099817
45,R-HSA-6807505,ENSG00000099817
46,R-HSA-72086,ENSG00000099817
47,R-HSA-72163,ENSG00000099817
48,R-HSA-72165,ENSG00000099817
49,R-HSA-73762,ENSG00000099817
50,R-HSA-73772,ENSG00000099817
51,R-HSA-73776,ENSG00000099817
52,R-HSA-73779,ENSG00000099817
53,R-HSA-73780,ENSG00000099817
54,R-HSA-73863,ENSG00000099817
