,pathway,source
0,R-HSA-204005,ENSG00000007255
1,R-HSA-8876198,ENSG00000007255
2,R-HSA-379726,ENSG00000011376
3,R-HSA-1369062,ENSG00000064687
4,R-HSA-432722,ENSG00000073921
5,R-HSA-8856825,ENSG00000073921
6,R-HSA-9696264,ENSG00000073921
7,R-HSA-198933,ENSG00000095970
8,R-HSA-2424491,ENSG00000095970
9,R-HSA-416700,ENSG00000095970
10,R-HSA-1296052,ENSG00000104783
11,R-HSA-5607761,ENSG00000104856
12,R-HSA-5621575,ENSG00000104856
13,R-HSA-5676590,ENSG00000104856
14,R-HSA-5578775,ENSG00000104936
15,R-HSA-114608,ENSG00000120885
16,R-HSA-166665,ENSG00000120885
17,R-HSA-6803157,ENSG00000120885
18,R-HSA-977606,ENSG00000120885
19,R-HSA-9018519,ENSG00000125740
20,R-HSA-9031628,ENSG00000125740
21,R-HSA-198933,ENSG00000130202
22,R-HSA-420597,ENSG00000130202
23,R-HSA-1251985,ENSG00000130203
24,R-HSA-3000480,ENSG00000130203
25,R-HSA-381426,ENSG00000130203
26,R-HSA-8864260,ENSG00000130203
27,R-HSA-8957275,ENSG00000130203
28,R-HSA-8963888,ENSG00000130203
29,R-HSA-8963901,ENSG00000130203
30,R-HSA-8964026,ENSG00000130203
31,R-HSA-8964058,ENSG00000130203
32,R-HSA-9029569,ENSG00000130203
33,R-HSA-975634,ENSG00000130203
34,R-HSA-977225,ENSG00000130203
35,R-HSA-1268020,ENSG00000130204
36,R-HSA-5205685,ENSG00000130204
37,R-HSA-8866423,ENSG00000130208
38,R-HSA-8964046,ENSG00000130208
39,R-HSA-9029569,ENSG00000130208
40,R-HSA-3928662,ENSG00000134318
41,R-HSA-3928663,ENSG00000134318
42,R-HSA-416482,ENSG00000134318
43,R-HSA-416572,ENSG00000134318
44,R-HSA-4420097,ENSG00000134318
45,R-HSA-5627117,ENSG00000134318
46,R-HSA-8980692,ENSG00000134318
47,R-HSA-9013026,ENSG00000134318
48,R-HSA-9013106,ENSG00000134318
49,R-HSA-9013407,ENSG00000134318
50,R-HSA-9013422,ENSG00000134318
51,R-HSA-9679191,ENSG00000134318
52,R-HSA-977225,ENSG00000137642
53,R-HSA-1251985,ENSG00000138613
54,R-HSA-193692,ENSG00000138613
55,R-HSA-205043,ENSG00000138613
56,R-HSA-2122948,ENSG00000138613
57,R-HSA-2644606,ENSG00000138613
58,R-HSA-2894862,ENSG00000138613
59,R-HSA-2979096,ENSG00000138613
60,R-HSA-3928665,ENSG00000138613
61,R-HSA-9013700,ENSG00000138613
62,R-HSA-9017802,ENSG00000138613
63,R-HSA-977225,ENSG00000138613
64,R-HSA-8856825,ENSG00000138760
65,R-HSA-191859,ENSG00000142252
66,R-HSA-9754678,ENSG00000142252
67,R-HSA-8873719,ENSG00000152932
68,R-HSA-432722,ENSG00000189114
69,R-HSA-166016,ENSG00000197959
70,R-HSA-177504,ENSG00000197959
71,R-HSA-2132295,ENSG00000197959
72,R-HSA-437239,ENSG00000197959
73,R-HSA-2672351,ENSG00000198626
74,R-HSA-5578775,ENSG00000198626
75,R-HSA-6798695,ENSG00000203710
76,R-HSA-8877330,ENSG00000203710
77,R-HSA-977606,ENSG00000203710
78,R-HSA-193648,ENSG00000205726
79,R-HSA-3928662,ENSG00000205726
80,R-HSA-416482,ENSG00000205726
81,R-HSA-8856825,ENSG00000205726
82,R-HSA-9013148,ENSG00000205726
83,R-HSA-9013406,ENSG00000205726
84,R-HSA-9013408,ENSG00000205726
85,R-HSA-8963888,ENSG00000234906
86,R-HSA-8963889,ENSG00000234906
87,R-HSA-8963901,ENSG00000234906
88,R-HSA-8964058,ENSG00000234906
89,R-HSA-9029569,ENSG00000234906
90,R-HSA-975634,ENSG00000234906
91,R-HSA-163210,ENSG00000241837
92,R-HSA-8949613,ENSG00000241837
93,R-HSA-173736,ENSG00000243649
94,R-HSA-174577,ENSG00000243649
95,R-HSA-977606,ENSG00000243649
96,R-HSA-8866423,ENSG00000267467
97,R-HSA-8964046,ENSG00000267467
98,R-HSA-9029569,ENSG00000267467
99,R-HSA-212436,ENSG00000062370
100,R-HSA-8856828,ENSG00000073921
101,R-HSA-2172127,ENSG00000095970
102,R-HSA-418990,ENSG00000130202
103,R-HSA-8856828,ENSG00000136717
104,R-HSA-9013507,ENSG00000138613
105,R-HSA-8856828,ENSG00000138760
106,R-HSA-8856828,ENSG00000197959
107,R-HSA-8856828,ENSG00000205726
