,pathway,source
0,R-HSA-1989781,ENSG00000001167
1,R-HSA-2426168,ENSG00000001167
2,R-HSA-380994,ENSG00000001167
3,R-HSA-381183,ENSG00000001167
4,R-HSA-9614657,ENSG00000001167
5,R-HSA-5620912,ENSG00000007047
6,R-HSA-204005,ENSG00000007255
7,R-HSA-8876198,ENSG00000007255
8,R-HSA-379726,ENSG00000011376
9,R-HSA-5685938,ENSG00000012061
10,R-HSA-5696395,ENSG00000012061
11,R-HSA-5696400,ENSG00000012061
12,R-HSA-6782135,ENSG00000012061
13,R-HSA-6783310,ENSG00000012061
14,R-HSA-8854214,ENSG00000029725
15,R-HSA-6798695,ENSG00000030582
16,R-HSA-6798695,ENSG00000064666
17,R-HSA-8950505,ENSG00000064666
18,R-HSA-1369062,ENSG00000064687
19,R-HSA-6791226,ENSG00000065268
20,R-HSA-8939236,ENSG00000066336
21,R-HSA-9616222,ENSG00000066336
22,R-HSA-1221632,ENSG00000066923
23,R-HSA-186763,ENSG00000071051
24,R-HSA-373753,ENSG00000071051
25,R-HSA-3928664,ENSG00000071051
26,R-HSA-428540,ENSG00000071051
27,R-HSA-4420097,ENSG00000071051
28,R-HSA-8985801,ENSG00000071051
29,R-HSA-9013420,ENSG00000071051
30,R-HSA-9013424,ENSG00000071051
31,R-HSA-198933,ENSG00000073008
32,R-HSA-420597,ENSG00000073008
33,R-HSA-446353,ENSG00000073712
34,R-HSA-9013149,ENSG00000073712
35,R-HSA-9013423,ENSG00000073712
36,R-HSA-432722,ENSG00000073921
37,R-HSA-8856825,ENSG00000073921
38,R-HSA-9696264,ENSG00000073921
39,R-HSA-204005,ENSG00000073969
40,R-HSA-416993,ENSG00000073969
41,R-HSA-6807878,ENSG00000073969
42,R-HSA-6811434,ENSG00000073969
43,R-HSA-6811438,ENSG00000073969
44,R-HSA-6811440,ENSG00000073969
45,R-HSA-1475029,ENSG00000074410
46,R-HSA-198933,ENSG00000085514
47,R-HSA-198933,ENSG00000095970
48,R-HSA-2424491,ENSG00000095970
49,R-HSA-416700,ENSG00000095970
50,R-HSA-193368,ENSG00000099377
51,R-HSA-193775,ENSG00000099377
52,R-HSA-193807,ENSG00000099377
53,R-HSA-112382,ENSG00000099817
54,R-HSA-113418,ENSG00000099817
55,R-HSA-167152,ENSG00000099817
56,R-HSA-167158,ENSG00000099817
57,R-HSA-167160,ENSG00000099817
58,R-HSA-167161,ENSG00000099817
59,R-HSA-167162,ENSG00000099817
60,R-HSA-167200,ENSG00000099817
61,R-HSA-167238,ENSG00000099817
62,R-HSA-167242,ENSG00000099817
63,R-HSA-167243,ENSG00000099817
64,R-HSA-167287,ENSG00000099817
65,R-HSA-167290,ENSG00000099817
66,R-HSA-168325,ENSG00000099817
67,R-HSA-1834949,ENSG00000099817
68,R-HSA-203927,ENSG00000099817
69,R-HSA-427413,ENSG00000099817
70,R-HSA-5250924,ENSG00000099817
71,R-HSA-5578749,ENSG00000099817
72,R-HSA-5601884,ENSG00000099817
73,R-HSA-5617472,ENSG00000099817
74,R-HSA-674695,ENSG00000099817
75,R-HSA-6781823,ENSG00000099817
76,R-HSA-6782135,ENSG00000099817
77,R-HSA-6782210,ENSG00000099817
78,R-HSA-6796648,ENSG00000099817
79,R-HSA-6803529,ENSG00000099817
80,R-HSA-6807505,ENSG00000099817
81,R-HSA-72086,ENSG00000099817
82,R-HSA-72163,ENSG00000099817
83,R-HSA-72165,ENSG00000099817
84,R-HSA-73762,ENSG00000099817
85,R-HSA-73772,ENSG00000099817
86,R-HSA-73776,ENSG00000099817
87,R-HSA-73779,ENSG00000099817
88,R-HSA-73780,ENSG00000099817
89,R-HSA-73863,ENSG00000099817
90,R-HSA-73980,ENSG00000099817
91,R-HSA-749476,ENSG00000099817
92,R-HSA-75953,ENSG00000099817
93,R-HSA-76061,ENSG00000099817
94,R-HSA-76066,ENSG00000099817
95,R-HSA-76071,ENSG00000099817
96,R-HSA-77075,ENSG00000099817
97,R-HSA-8851708,ENSG00000099817
98,R-HSA-9018519,ENSG00000099817
99,R-HSA-9670095,ENSG00000099817
100,R-HSA-8876198,ENSG00000100599
101,R-HSA-110056,ENSG00000102882
102,R-HSA-1169408,ENSG00000102882
103,R-HSA-1181150,ENSG00000102882
104,R-HSA-1295596,ENSG00000102882
105,R-HSA-1502540,ENSG00000102882
106,R-HSA-162658,ENSG00000102882
107,R-HSA-170968,ENSG00000102882
108,R-HSA-202670,ENSG00000102882
